,calories,carbs,description,fat,ingredients,protein,rating,reviews,title
42,215kcal,42.7g,"&#34;Quick, easy cool-weather vegan chili.&#34;",1.4g,"['5 tablespoons vegetable broth', '1/2 cup chopped onion', '3 cloves garlic, minced', '1/2 jalapeno pepper, minced', '2 sweet potatoes, diced', '2 tablespoons chili powder', '1 tablespoon ground cumin', '1/2 teaspoon smoked paprika', '1/2 teaspoon dried oregano', '1/2 teaspoon red pepper flakes', '1 1/2 teaspoons tomato paste', '2 cups vegetable broth', '1 (28 ounce) can diced tomatoes', '2 cups drained and rinsed kidney beans']",8.4g,5.00,6,Vegan Sweet Potato Chili Recipe - Allrecipes.com
43,407kcal,41.7g,"&#34;This is my family's favorite chili . Serve over rice and sprinkle with shredded Monterey jack or Cheddar and a basket of tortilla chips for a great meal!  I have also substituted 1 of the cans of cannellini beans with black beans, and it tasted great.&#34;",12.2g,"['1 pound skinless, boneless chicken breast meat - finely chopped', '4 tablespoons olive oil', '1 onion, finely diced', '3 cloves garlic, minced', '1 red bell pepper, diced', '1 yellow bell pepper, chopped', '1 tablespoon chili powder', '1 teaspoon ground cumin', '1 teaspoon dried oregano', '5 cups chicken broth', '2 (15 ounce) cans cannellini beans', '1 (4 ounce) can diced green chiles', '1/4 cup cornmeal (optional)', 'salt and pepper to taste', '1/4 teaspoon hot pepper sauce']",33.3g,4.21,39,Chicken Chili II Recipe - Allrecipes.com
44,1005kcal,63.6g,&#34;Hot and good.&#34;,63.1g,"['2 pounds ground beef', '1 onion, chopped', '2 (16 ounce) cans chili beans', '1 (15 ounce) can tomato sauce', '1 (10 ounce) can diced tomatoes with green chile peppers', '1 (14.5 ounce) can peeled and diced tomatoes', '11 1/2 fluid ounces tomato juice', '1 (4 ounce) can diced green chiles', '1 (1.25 ounce) package chili seasoning mix']",55.3g,4.56,22,Chili II Recipe - Allrecipes.com
45,171kcal,23.2g,"&#34;Thick and rich chili with an ingredient that might surprise some&#8230;a little sweetness to balance the tomatoes, and it's not sugar.  You don't have to share your secret&#8230;and we won't tell either!&#34;",3.8g,"['1 pound ground round', '1 large onion, diced', '1 green bell pepper, diced', 'Salt and black pepper to taste', '2 tablespoons chili powder', '1 tablespoon cocoa powder', '1 (15 ounce) can chili hot beans in chili gravy', '1 (14.5 ounce) can RED GOLD&#174; Diced Tomatoes Chili Ready', '1 (14.5 ounce) can RED GOLD&#174; Petite Diced Tomatoes & Green Chilies', '1 (14.5 ounce) can RED GOLD&#174; Diced Tomatoes', '1 (15 ounce) can RED GOLD&#174; Crushed Tomatoes']",11.9g,0.00,0,Hearty Chili from RED GOLD® Recipe - Allrecipes.com
46,304kcal,11.9g,&#34;It sneaks up on some and hits some right at the first. This well-seasoned chili warms you all over.&#34;,19.6g,"['1/2 cup canola oil', '2 onions, chopped', '6 cloves garlic, sliced', '1 green bell pepper, chopped', '3 serrano peppers, chopped', '1 pound ground beef', '1 pound ground pork', '1 tablespoon fresh lime juice', '2 tablespoons chili powder', '1 tablespoon cayenne pepper', '1 tablespoon ground black pepper', '1 tablespoon kosher salt', '2 (16 ounce) bottles dark beer', '2 (16 ounce) cans diced tomatoes', '20 fluid ounces tomato juice']",15g,4.60,8,Chili - The Heat is On! Recipe - Allrecipes.com
47,437kcal,43.1g,&#34;I have made this dish for a group of 40. Made sure I did not tell them it was turkey until they asked for the recipe. Everyone could not believe it was turkey. Everyone wants me to make it again. Top with shredded Cheddar cheese alongside Spanish rice and tortilla chips.&#34;,13.9g,"['12 3/4 ounces ground turkey, broken into small portions', '6 3/8 ounces bacon, chopped', '1/4 cup chopped onion', '1/4 cup chopped green bell pepper', '1 medium jalapeno pepper, seeded and minced', '1 (16 ounce) can kidney beans, rinsed and drained', '1 (15 ounce) can black beans, rinsed and drained', '1 (14.5 ounce) can stewed tomatoes, chopped', '1/4 teaspoon chili powder', '1/4 teaspoon ground cumin', '1/4 teaspoon salt', '1/8 teaspoon cayenne pepper']",36.8g,5.00,2,Fiesta Chili Recipe - Allrecipes.com
48,312kcal,32.3g,"&#34;This chili is just right for the bold and the timid. It has some heat, but not too much for everyone to enjoy.&#34;",10.8g,"['1 (1 pound) package bacon', '3 pounds ground beef', '4 cloves garlic, minced', '2 cups red wine', '3 (28 ounce) cans diced tomatoes', '2 (14 ounce) cans tomato sauce', '2 teaspoons vegetable oil', '3 green bell peppers, chopped', '4 stalks celery, chopped', '2 onions, chopped', '2 (19 ounce) cans kidney beans, rinsed and drained', '2 (19 ounce) cans white beans, rinsed and drained', '1 (19 ounce) can black beans, rinsed and drained', '6 tablespoons chili powder', '1/4 cup brown sugar', '1/4 cup ground cumin', '3 tablespoons paprika', '2 tablespoons Italian seasoning', '2 tablespoons distilled white vinegar', '2 tablespoons dried basil', '2 tablespoons dried minced onion', '3 tablespoons dried parsley', '2 tablespoons crushed red pepper flakes', '4 teaspoons dried oregano', '12 dashes hot pepper sauce (such as Tabasco&#174;)', 'salt and ground black pepper to taste (optional)']",20.3g,4.48,13,Killer Chili Recipe - Allrecipes.com
49,569kcal,42g,"&#34;This chili verde was one of the first recipes I ever learned. It comes out great even if you don't brown the meat, but I think doing so always adds extra flavor so I usually do it.&#34;",32.2g,"['2 tablespoons vegetable oil', '2 pounds boneless pork shoulder, cut into 2-inch pieces', '1 yellow onion, diced', '2 teaspoons kosher salt, or to taste, divided', '2 teaspoons dried oregano', '2 teaspoons ground cumin', '1/2 teaspoon ground coriander', '1/4 teaspoon cayenne pepper', '10 fresh tomatillos', '3 jalapeno chile peppers, seeded', '1 poblano chile pepper, seeded', '6 cloves peeled garlic', '1/2 cup packed cilantro leaves', '1 bay leaf', '2 1/2 cups chicken stock, or as needed', '1 1/2 pounds Yukon Gold potatoes, quartered', 'freshly ground black pepper', '1/4 cup sour cream', 'pickled red onions (optional)', '1 tablespoon chopped fresh cilantro']",29.3g,4.67,4,Pork Chili Verde (Green Pork Chili) Recipe - Allrecipes.com
50,343kcal,31.9g,"&#34;This not-too-spicy chili with Italian sausage, cannellini beans, and tomatoes with garlic is ready to ladle up in less than  30 minutes.&#34;",16.8g,"['1 pound mild or sweet Italian sausage', '1 cup chopped onion', '2 teaspoons dried oregano', '1/2 teaspoon dried red pepper flakes', '2 (14.5 ounce) cans CONTADINA&#174; Diced Tomatoes with Roasted Garlic, undrained', '1 (8 ounce) can CONTADINA&#174; Tomato Sauce', '1 (15 ounce) can cannellini beans, drained and rinsed', 'Cooked pasta (optional)', 'Optional Toppings:', 'Shredded mozzarella or provolone cheese', 'Sour cream', 'Sliced green onion']",16g,4.00,2,Contadina® Italian Chili Recipe - Allrecipes.com
51,432kcal,42.4g,&#34;I LOVE to create new recipes. My son's love for beans and cheese is the inspiration for this very simple chili. It's perfect served with corn bread and salad.&#34;,18.5g,"['1 pound lean ground beef', '4 green onions, chopped (optional)', '3 (15 ounce) cans black beans, rinsed and drained', '1 (15.25 ounce) can whole kernel corn, undrained', ""2 (1.25 ounce) packages chili seasoning mix (such as French's Chili-O Original Seasoning Mix&#174;)"", '1 (28 ounce) can crushed tomatoes', '1 cup water', '1 (1 pound) package processed cheese food (such as Velveeta&#174;), cubed']",28.4g,4.00,2,Cheesy Black Bean and Corn Chili Recipe - Allrecipes.com
52,301kcal,30g,"&#34;I won a blind taste test chili cookoff with this chili against nine traditional beef chilis! Garnish with shredded Tex-Mex cheese, crushed corn chips, and sour cream.&#34;",8.6g,"['1 tablespoon extra-virgin olive oil', '2 tablespoons butter', '2 pounds ground chicken breast', '1 large carrot, peeled and finely chopped', '1 large onion, chopped', '3 stalks celery, finely chopped', '5 cloves garlic, chopped', '5 tablespoons chili powder', '2 tablespoons ground cumin', '1 tablespoon ground paprika', 'salt and pepper to taste', ""1/2 cup hot buffalo wing sauce (such as Frank's&#174; REDHOT Buffalo Wing Sauce), or to taste"", '2 (15 ounce) cans tomato sauce', '1 (15 ounce) can crushed tomatoes', '1 (15 ounce) can white kidney or cannellini beans, drained', '1 (19 ounce) can red kidney beans, drained']",28.3g,4.50,131,Buffalo Chicken Chili Recipe - Allrecipes.com
53,323kcal,35.2g,"&#34;This is one of my weekly meals for my family! It's easy and delicious. Top with sour cream, Cheddar cheese, chopped onion, green onion, or crushed tortilla chips. Maybe even in a sourdough bread bowl!&#34;",8.8g,"['1 1/4 pounds lean ground turkey', '1 (28 ounce) can crushed tomatoes', '1 (16 ounce) can kidney beans, rinsed and drained', '1 (16 ounce) can pinto beans, rinsed and drained', '1 cup chicken stock', '1 small onion, chopped', ""1 tablespoon hot sauce (such as Frank's&#174; Redhot&#174;), or more to taste (optional)"", '1 tablespoon chili powder', '2 teaspoons salt', '1 teaspoon minced garlic', '1/2 teaspoon paprika', '1/2 teaspoon dried oregano', '1/2 teaspoon cayenne pepper, or more to taste', '1/2 teaspoon ground cumin', '1/2 teaspoon ground black pepper']",29.1g,4.55,30,Slow Cooker Turkey Chili Recipe - Allrecipes.com
54,455kcal,17.9g,"&#34;Have you ever had grilled chili? Think it sounds wicked? Well, you're right! This chili will keep your mouth on fire and howling at the moon...&#34;",30.1g,"['1/4 cup Worcestershire sauce', '1 clove garlic, chopped', '2 tablespoons red pepper flakes', '1 teaspoon distilled white vinegar', '1 teaspoon dried oregano', '1 teaspoon dried basil', '1 teaspoon black pepper', '2 tablespoons olive oil', '1 tablespoon chili powder, or to taste', '2 1/2 pounds beef chuck roast, cubed', '1/2 pound fresh hot chilies, cut crosswise into thirds', '2 cups chopped fresh tomato', '1 red bell pepper, cut into 1 inch pieces', '1 (15.5 ounce) can pinto beans, drained', '1 teaspoon red pepper flakes, or to taste']",28.8g,4.80,4,Mean Old Chili Recipe - Allrecipes.com
55,337kcal,30.4g,&#34;Wicked easy and wicked good!&#34;,13.9g,"['2 teaspoons olive oil', '1 onion, diced', '1 green bell pepper, diced', '3 jalapeno pepper, seeds and membranes removed, and sliced into thin strips (or to taste)', '1 pound extra lean ground beef', '1 clove garlic, minced', '2 teaspoons seasoned salt', '2 teaspoons chili powder', '2 teaspoons dried oregano', '1 teaspoon ground cumin', '1 teaspoon red pepper flakes', '1 teaspoon white sugar', '1 (16 ounce) can tomato sauce', '1 (15 ounce) can black beans, drained and rinsed', '1 (14.5 ounce) can diced tomatoes']",23.5g,4.88,8,Wicked Easy Chili Recipe - Allrecipes.com
56,365kcal,24.5g,"&#34;I won first place 3 times with this recipe, and gave the recipe to a friend and he won first place with it also.&#34;",21.4g,"['1 pound pork sausage', '1 pound ground beef', '1 large onion, chopped', '1 (10 ounce) can diced tomatoes with green chile peppers (such as RO*TEL&#174;)', '1 (16 ounce) can chili beans', '1 (15 ounce) can tomato sauce', '9 tablespoons chili powder', '3 tablespoons masa harina (instant corn masa mix)', '2 tablespoons ground cumin', '1 tablespoon salt', '1 teaspoon ground paprika', '1 teaspoon dried oregano', '1 teaspoon garlic powder', '1 teaspoon cayenne pepper']",23.1g,4.24,14,Karen's First Place Chili Recipe - Allrecipes.com
57,836kcal,23.6g,"&#34;Spicy sausage is browned, then cooked in a slow cooker with olives, tomato sauce and beans in this easy chili flavored with soy sauce.&#34;",71.6g,"['3 pounds ground spicy pork sausage', '2 cups chopped onion', '3 (15 ounce) cans tomato sauce', '3/4 cup water', '1/2 cup chopped black olives', '1/2 cup chopped green olives', '1/2 teaspoon ground black pepper', '1 tablespoon soy sauce', '2 teaspoons chili powder', '1 (15 ounce) can kidney beans']",25.8g,4.47,13,Belly Burner Chili Recipe - Allrecipes.com
58,285kcal,19.3g,"&#34;Ground beef and kidney beans are seasoned with garlic, oregano, cumin, and chili powder to make a chili that's packed with flavor.&#34;",14g,"['1 large onion, finely chopped', '1 clove garlic, peeled and crushed', '2 teaspoons tomato paste', '2 tablespoons butter, cut into pieces', '2 tablespoons all-purpose flour', '1 teaspoon dried oregano, crushed', '1/2 teaspoon ground cumin', '1 1/2 teaspoons chili powder', '1 (14.5 ounce) can whole peeled tomatoes with liquid, chopped', '1 pound lean ground beef', '1 (15.25 ounce) can kidney beans, drained and rinsed', 'salt to taste', 'ground black pepper to taste']",20.7g,4.04,38,Chili con Carne III Recipe - Allrecipes.com
59,373kcal,39.7g,"&#34;A traditional style chili that can be made with ground turkey or ground beef. I have made this recipe with ground beef and ground turkey, and they both have a similar flavor. Delicious with sweet corn bread and shredded Cheddar cheese. After the initial cooking on the stove, you can easily transfer this to a slow cooker.&#34;",14.7g,"['3 tablespoons olive oil', '1 pound ground turkey', '1 large onion, diced', '1 green bell pepper, chopped', '1 small red bell pepper, chopped', '2 jalapeno peppers, diced (optional)', '4 cloves garlic, minced', '2 tablespoons cumin', '2 tablespoons chili powder', '1 tablespoon white sugar', '1 teaspoon salt', '1 teaspoon ground black pepper', '1/2 teaspoon ground thyme', '2 cups beef broth', '1 (15 ounce) can pinto beans, rinsed and drained', '1 (15 ounce) can red beans, drained and rinsed', '1 (15 ounce) can diced tomatoes, undrained', '1 (15 ounce) can tomato sauce', '1 (6 ounce) can tomato paste']",25.8g,4.69,49,Traditional Chili with Ground Turkey Recipe - Allrecipes.com
60,311kcal,32.2g,&#34;This is one of the most filling and hearty chili recipes you could ever make.&#34;,12.8g,"['3 tablespoons vegetable oil', '2 large onions, chopped', '1 green bell pepper, chopped', '4 cloves garlic, minced', '1/2 pound lean ground beef', '1/2 pound beef stew meat, diced into 1 inch pieces', '1 (28 ounce) can crushed tomatoes', '1 (14 ounce) can beef broth', '1/2 pound dry kidney beans', '2 1/2 tablespoons chili powder', '1 teaspoon Italian seasoning', '1 teaspoon salt', '2 tablespoons brown sugar']",19.7g,4.29,14,Massachusetts Straub Chili Recipe - Allrecipes.com
61,282kcal,33.8g,"&#34;A slow cooker recipe for white chicken chili assembled quickly with chicken thighs, canned beans and zesty tomatoes.&#34;",5.7g,"['PAM&#174; Original No-Stick Cooking Spray', '2 (15 ounce) cans Great Northern beans, undrained', '1 pound boneless, skinless chicken thighs', '1 (10 ounce) can RO*TEL Diced Tomatoes and Green Chilies, undrained', '1 cup reduced sodium chicken broth', '3/4 cup chopped yellow onion', '1 1/2 teaspoons ground cumin', '1 teaspoon dried oregano']",24.4g,4.64,32,Slow Cooker White Chicken Chili Recipe - Allrecipes.com
62,363kcal,34.9g,&#34;Turn Zatarain's Black Beans and Rice Mix into a one-skillet chili meal that the whole gang will love. Corn and red bell pepper add color and texture to this flavorful dish.&#34;,15.1g,"['2 tablespoons oil, divided', '1 pound ground beef', '1/2 cup diced onion', '1/2 cup diced red bell pepper', ""1 (7 ounce) package ZATARAIN'S&#174; Black Beans and Rice Mix"", '2 cups water', '1 (14.5 ounce) can diced tomatoes, undrained', '1 cup frozen corn kernels', '1 tablespoon chili powder', '1/2 teaspoon garlic powder', '1/4 teaspoon crushed red pepper', 'Assorted toppings, such as shredded cheese, sour cream and chopped fresh cilantro']",23.3g,4.52,20,Black Beans and Rice Chili Recipe - Allrecipes.com
63,900kcal,40.8g,"&#34;This chili has a great kick to it, and for those of you who don't like chunky tomatoes, this one's for you! (It's great if you like tomatoes too!)&#34;",56.4g,"['2 1/2 pounds lean ground beef', 'salt to taste', '1 medium onion, chopped', '1 green bell pepper, seeded and chopped (optional)', '3 cloves garlic, pressed', '1/4 cup Worcestershire sauce', '5 tablespoons chili powder', '2 teaspoons ground cumin', '2 teaspoons dried oregano', '1 (15 ounce) can kidney beans, rinsed and drained', '1 (15 ounce) can cannellini beans, rinsed and drained', '2 (12 ounce) bottles chile sauce', '1 (14 ounce) can beef broth', '2 cups shredded Cheddar cheese', '1/4 cup chopped jalapeno pepper (optional)']",56.9g,4.24,45,No Tomato Chili Recipe - Allrecipes.com
